Bsmt Qual,1st Flr SF,Garage Area,Gr Liv Area,Overall Qual,Neighborhood,House Style,Exterior 1st,Mas Vnr Type,Foundation,Garage Type,Age,SalePrice
3,808,0.0,1344,3,2,2Story,AsphShn,None,PConc,None,93,82375
3,1378,583.0,2119,6,16,SLvl,HdBoard,BrkFace,CBlock,Attchd,37,158000
3,1072,240.0,1285,5,6,1.5Fin,Wd Sdng,None,CBlock,Detchd,60,127000
4,1433,528.0,1433,7,15,1Story,Plywood,BrkFace,CBlock,Attchd,23,270000
4,1496,612.0,2132,8,15,1.5Fin,Wd Sdng,None,CBlock,BuiltIn,26,316600
3,1357,312.0,1357,6,5,SLvl,Plywood,BrkFace,CBlock,Basment,49,177000
4,2196,701.0,2196,7,15,1Story,HdBoard,BrkFace,CBlock,Attchd,19,271900
4,616,336.0,1304,5,1,2Story,CemntBd,None,PConc,BuiltIn,32,115000
3,938,0.0,2358,8,4,2Story,MetalSd,None,BrkTil,None,136,122000
4,2726,691.0,2726,8,19,1Story,WdShing,None,CBlock,Attchd,21,315000
4,939,639.0,1797,7,20,2Story,VinylSd,None,PConc,Attchd,1,213500
0,1040,625.0,1040,5,11,1Story,Wd Sdng,None,CBlock,Detchd,56,109500
3,789,250.0,789,5,4,1Story,VinylSd,None,CBlock,Detchd,60,115000
4,1143,588.0,1143,7,22,1Story,MetalSd,None,PConc,Attchd,2,176400
3,1489,462.0,1489,6,16,1Story,BrkFace,None,CBlock,Attchd,41,185750
4,1004,660.0,1852,8,20,2Story,VinylSd,BrkFace,PConc,Attchd,9,230000
3,960,0.0,960,4,5,1Story,WdShing,None,CBlock,None,52,90000
4,768,624.0,768,5,13,SFoyer,VinylSd,None,CBlock,Detchd,37,129500
3,1124,353.0,1124,6,11,1Story,Wd Sdng,None,CBlock,Attchd,50,153000
4,612,528.0,1224,6,22,2Story,VinylSd,Stone,PConc,Detchd,0,173733
4,1100,0.0,1100,6,15,1Story,VinylSd,None,PConc,None,1,146000
3,1019,470.0,1556,6,11,1.5Fin,MetalSd,Stone,CBlock,Attchd,61,172500
4,1356,528.0,1356,6,13,SLvl,HdBoard,None,PConc,Attchd,30,188000
4,1262,460.0,1262,6,24,1Story,MetalSd,None,CBlock,Attchd,31,181500
4,827,550.0,1661,7,20,2Story,VinylSd,None,PConc,Attchd,13,212000
3,945,482.0,1857,7,16,2Story,Plywood,BrkFace,CBlock,Attchd,28,188900
2,666,0.0,666,3,6,1Story,WdShing,None,CBlock,None,61,64500
4,1117,522.0,1981,6,23,2Story,VinylSd,BrkFace,PConc,Attchd,32,230000
3,901,576.0,1351,5,5,1.5Fin,VinylSd,None,CBlock,Detchd,82,122000
3,1005,319.0,1005,5,11,1Story,Wd Sdng,None,CBlock,Attchd,50,133500
4,1584,520.0,2792,6,4,1.5Fin,BrkFace,None,BrkTil,Detchd,88,256000
4,925,336.0,1475,5,1,2Story,CemntBd,None,PConc,Attchd,32,129500
4,1978,850.0,1978,8,20,1Story,CemntBd,BrkFace,PConc,Attchd,7,318000
4,1606,871.0,1606,8,27,1Story,VinylSd,Stone,PConc,Attchd,3,255900
4,1158,0.0,1158,6,15,1Story,VinylSd,None,PConc,None,5,143500
5,1822,678.0,1822,8,27,1Story,CemntBd,BrkFace,PConc,Attchd,5,259000
4,2259,450.0,2259,6,19,1Story,Wd Sdng,BrkFace,CBlock,Basment,54,217000
4,915,440.0,1635,6,6,1.5Fin,BrkFace,None,BrkTil,Detchd,84,210000
3,1002,902.0,1002,5,11,1Story,MetalSd,BrkFace,CBlock,Detchd,39,148500
4,616,432.0,1412,6,14,2Story,VinylSd,None,PConc,BuiltIn,1,156932
3,1728,576.0,1728,5,11,1Story,HdBoard,None,CBlock,Detchd,43,145000
4,1290,662.0,1290,7,20,1Story,VinylSd,None,PConc,Attchd,2,200000
5,2046,878.0,2046,10,27,1Story,VinylSd,BrkFace,PConc,Attchd,2,450000
4,742,440.0,1471,6,22,2Story,MetalSd,BrkFace,PConc,Detchd,10,172500
3,1548,624.0,2614,6,16,2Story,HdBoard,None,CBlock,Attchd,34,240000
4,1580,610.0,2466,8,22,2Story,CemntBd,None,PConc,Attchd,3,340000
4,1466,610.0,1466,8,21,1Story,VinylSd,None,PConc,Attchd,2,201000
3,969,440.0,969,5,20,1Story,HdBoard,None,CBlock,Attchd,32,122000
4,1664,663.0,1664,7,16,1Story,Plywood,Stone,CBlock,Attchd,29,213000
3,1691,550.0,1691,6,11,1Story,BrkComm,None,CBlock,Attchd,42,175000
4,1208,628.0,1208,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,0,195400
3,1052,668.0,1052,5,7,1Story,HdBoard,BrkFace,CBlock,Attchd,42,113500
3,972,312.0,1577,6,6,1.5Fin,MetalSd,None,BrkTil,Detchd,67,140200
3,909,294.0,909,5,7,1Story,Plywood,BrkFace,CBlock,Attchd,38,116000
4,1838,682.0,1838,9,21,1Story,VinylSd,BrkFace,PConc,Attchd,1,359900
4,686,317.0,1388,6,20,2Story,HdBoard,BrkFace,CBlock,Attchd,29,157500
3,1867,303.0,1867,5,23,1Story,Wd Sdng,None,CBlock,Attchd,54,190000
3,1301,440.0,1301,5,6,1Story,Wd Sdng,None,PConc,Detchd,85,100000
3,1251,461.0,1251,6,11,1Story,HdBoard,BrkFace,CBlock,Attchd,42,160000
4,1444,577.0,1444,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,7,203000
5,1453,750.0,2810,8,26,2Story,Wd Sdng,BrkFace,PConc,Attchd,17,302000
4,923,264.0,923,6,15,1Story,Plywood,None,CBlock,Attchd,30,143000
4,1210,683.0,2452,8,20,2Story,VinylSd,None,PConc,BuiltIn,9,267000
0,1224,530.0,1224,4,11,1Story,HdBoard,None,Slab,CarPort,43,103000
5,1337,405.0,1337,6,13,1Story,VinylSd,BrkFace,PConc,Attchd,8,153500
4,1701,611.0,1701,5,7,SFoyer,HdBoard,None,CBlock,Basment,32,171000
3,1093,288.0,1669,4,5,1.5Fin,Wd Sdng,None,BrkTil,Attchd,82,107000
3,952,288.0,952,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,39,128500
3,922,308.0,922,5,11,1Story,Wd Sdng,None,CBlock,Attchd,50,116000
3,1126,484.0,1126,5,13,1Story,BrkFace,None,CBlock,Attchd,29,160000
4,1280,506.0,1280,8,28,1Story,HdBoard,None,PConc,Attchd,16,180000
3,914,368.0,914,5,11,1Story,HdBoard,BrkFace,CBlock,Attchd,37,133000
4,1368,784.0,1368,7,13,SFoyer,MetalSd,BrkFace,PConc,Attchd,9,215000
3,753,213.0,1494,6,19,2Story,Wd Sdng,None,CBlock,Attchd,67,177500
4,1534,484.0,1534,8,22,1Story,VinylSd,BrkFace,PConc,Attchd,1,215000
3,994,250.0,1582,5,6,1.5Fin,Wd Sdng,None,BrkTil,Detchd,71,150000
4,1699,594.0,3222,7,15,2Story,Plywood,None,PConc,Attchd,20,320000
3,1516,472.0,1516,6,11,1Story,HdBoard,BrkFace,CBlock,Attchd,45,167000
0,1032,260.0,1032,5,5,1Story,Wd Sdng,None,Slab,Detchd,71,125000
2,1588,0.0,1588,3,4,1Story,MetalSd,None,BrkTil,None,59,65000
4,1316,440.0,1316,7,20,1Story,VinylSd,None,PConc,Attchd,0,200141
4,1528,480.0,1528,7,22,1Story,VinylSd,None,PConc,Attchd,0,235876
3,928,576.0,2168,5,2,2Story,AsbShng,None,BrkTil,Detchd,109,123000
3,1081,288.0,1422,5,7,1.5Fin,HdBoard,Stone,CBlock,Detchd,55,137500
4,990,0.0,990,4,20,1Story,VinylSd,None,PConc,None,13,123600
3,1324,440.0,1324,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,41,160000
4,948,463.0,1690,6,14,2Story,VinylSd,None,PConc,Attchd,7,181000
3,825,720.0,825,5,4,1Story,MetalSd,None,CBlock,Detchd,53,125000
3,829,441.0,1556,6,16,2Story,MetalSd,None,CBlock,Attchd,41,154000
4,1152,616.0,1797,6,13,2Story,VinylSd,None,PConc,Attchd,17,231000
3,1056,304.0,1056,5,11,1Story,VinylSd,None,CBlock,Attchd,42,142000
3,1518,840.0,3608,10,4,2.5Fin,Wd Sdng,None,BrkTil,Detchd,114,475000
5,1778,495.0,1778,8,19,1Story,CemntBd,Stone,PConc,Attchd,1,375000
3,864,0.0,864,4,11,1Story,HdBoard,None,CBlock,None,39,115000
4,1221,400.0,1221,7,22,1Story,VinylSd,None,PConc,Attchd,5,185000
3,740,216.0,865,6,5,1.5Fin,Wd Sdng,None,BrkTil,Detchd,87,108500
4,520,480.0,1223,7,22,2Story,MetalSd,None,PConc,Detchd,1,147400
4,713,506.0,1452,7,22,2Story,MetalSd,BrkFace,PConc,Detchd,10,156000
3,880,400.0,1308,5,2,1.5Fin,HdBoard,None,BrkTil,Detchd,93,120000
4,744,400.0,1374,7,14,SLvl,VinylSd,None,PConc,BuiltIn,5,167000
4,1504,437.0,1504,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,3,191000
4,754,390.0,1384,6,14,SLvl,VinylSd,None,PConc,BuiltIn,10,161500
3,1411,310.0,1411,5,11,1Story,VinylSd,None,CBlock,Attchd,52,130000
3,970,624.0,970,5,7,1Story,HdBoard,None,CBlock,Detchd,44,132500
4,904,912.0,904,5,7,SLvl,HdBoard,None,PConc,2Types,38,144000
0,1100,579.0,2233,5,5,2Story,Plywood,None,Slab,Attchd,28,141000
3,875,728.0,875,4,20,1Story,Plywood,None,CBlock,Detchd,35,117000
3,520,0.0,754,6,2,1.5Fin,Wd Sdng,None,CBlock,None,71,84500
4,1663,529.0,1663,4,23,1Story,Plywood,None,CBlock,Attchd,54,256000
3,925,429.0,925,5,11,1Story,VinylSd,None,CBlock,Detchd,44,117500
3,976,256.0,1308,5,19,1.5Fin,MetalSd,None,BrkTil,Detchd,69,160000
3,1375,323.0,1375,5,7,1Story,BrkFace,None,CBlock,Attchd,51,187000
5,1217,818.0,2385,8,27,2Story,VinylSd,BrkFace,PConc,Attchd,4,350000
4,896,480.0,1792,5,11,2Story,VinylSd,None,CBlock,Detchd,34,133000
5,2464,650.0,2464,8,27,1Story,VinylSd,Stone,PConc,Attchd,1,417500
4,1569,660.0,1569,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,2,175900
5,1680,1138.0,1680,9,20,1Story,VinylSd,Stone,PConc,Attchd,0,323262
4,1337,531.0,1337,7,20,1Story,VinylSd,None,PConc,Attchd,4,185000
3,816,240.0,816,6,11,1Story,MetalSd,None,CBlock,Attchd,72,129800
4,1541,532.0,1541,7,27,1Story,VinylSd,BrkFace,PConc,Attchd,5,220000
3,989,240.0,1573,4,6,1.5Fin,AsbShng,None,BrkTil,Detchd,74,133000
3,832,384.0,1461,4,11,1.5Fin,MetalSd,None,CBlock,Detchd,60,133500
3,2048,776.0,2048,6,13,1Story,Plywood,None,CBlock,2Types,34,170000
4,910,392.0,1642,6,14,2Story,HdBoard,None,PConc,Attchd,14,168000
2,868,624.0,1470,6,4,2Story,Wd Sdng,None,CBlock,Detchd,88,140750
4,957,482.0,2299,6,14,2Story,VinylSd,None,PConc,Attchd,8,204000
4,884,434.0,2035,7,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,9,222500
3,999,300.0,999,5,11,SFoyer,MetalSd,None,CBlock,Attchd,44,134500
4,1378,540.0,1378,8,22,1Story,MetalSd,None,PConc,Attchd,3,214000
4,793,410.0,1118,5,4,1.5Fin,MetalSd,None,CBlock,Detchd,67,119900
3,1440,0.0,1440,4,5,1Story,VinylSd,BrkFace,CBlock,None,53,118000
3,1134,254.0,1134,5,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,47,135000
3,1053,370.0,1848,6,6,1.5Fin,Wd Sdng,None,BrkTil,Detchd,85,207000
3,1390,576.0,1694,6,8,1.5Fin,MetalSd,None,PConc,Detchd,83,136500
3,901,281.0,901,4,4,1Story,MetalSd,None,CBlock,Detchd,54,107900
3,861,528.0,1409,6,6,1.5Fin,VinylSd,None,BrkTil,Detchd,69,126000
3,1656,528.0,1656,6,11,1Story,BrkFace,Stone,CBlock,Attchd,50,215000
5,1742,846.0,2332,10,27,2Story,VinylSd,Stone,PConc,BuiltIn,1,426000
3,1113,264.0,1113,5,11,1Story,MetalSd,None,CBlock,Attchd,59,147000
3,1232,440.0,1232,6,19,1Story,Stucco,None,BrkTil,Detchd,93,147500
5,1950,706.0,1950,9,27,1Story,VinylSd,BrkFace,PConc,Attchd,1,383000
4,1872,604.0,1872,7,16,1Story,Wd Sdng,BrkFace,CBlock,Attchd,18,241500
4,676,400.0,1264,6,19,1.5Fin,Wd Sdng,None,BrkTil,Detchd,94,147500
5,1168,683.0,2500,8,28,2Story,VinylSd,Stone,PConc,BuiltIn,3,355000
3,784,0.0,784,5,6,1.5Unf,MetalSd,None,BrkTil,None,84,109500
0,612,308.0,612,2,4,1Story,MetalSd,None,BrkTil,Detchd,69,45000
3,1207,349.0,2403,7,23,2Story,MetalSd,None,CBlock,Attchd,70,244400
3,1644,418.0,1644,6,11,1Story,HdBoard,Stone,CBlock,Attchd,56,167000
4,860,542.0,1729,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,5,200000
3,879,180.0,879,5,8,1Story,Wd Sdng,None,BrkTil,Detchd,70,80000
3,864,572.0,864,5,5,1Story,WdShing,None,CBlock,Detchd,51,115000
4,1196,297.0,1196,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,52,139000
3,672,440.0,1400,6,7,2Story,HdBoard,BrkFace,CBlock,Attchd,28,149500
3,755,296.0,1510,4,5,2Story,MetalSd,None,CBlock,Detchd,69,108000
0,694,0.0,1294,4,4,2Story,MetalSd,None,BrkTil,None,108,106250
4,1240,826.0,1240,7,20,1Story,VinylSd,None,PConc,Attchd,1,194000
3,988,624.0,988,5,7,1Story,Wd Sdng,BrkFace,CBlock,Detchd,44,129500
3,1560,792.0,1560,5,11,1Story,MetalSd,None,CBlock,Detchd,39,126000
2,1368,195.0,1368,5,5,1Story,MetalSd,None,CBlock,Attchd,59,120000
4,1484,606.0,1484,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,6,213000
4,1226,484.0,1226,8,17,1Story,Wd Sdng,None,CBlock,Attchd,26,190000
4,1169,402.0,1169,6,14,1Story,HdBoard,BrkFace,PConc,Attchd,13,183500
3,1035,276.0,1651,7,11,SLvl,Plywood,BrkFace,CBlock,BuiltIn,44,172000
3,816,288.0,816,4,5,1Story,MetalSd,None,CBlock,Detchd,71,100000
4,1564,814.0,1564,7,20,1Story,VinylSd,Stone,PConc,Attchd,1,218836
2,1221,672.0,1912,6,4,1.5Fin,Wd Sdng,None,BrkTil,Detchd,103,163000
4,1525,534.0,1525,7,14,1Story,VinylSd,None,PConc,Attchd,1,206580
4,728,390.0,1456,6,20,2Story,VinylSd,None,PConc,Attchd,1,163990
2,665,390.0,1330,5,2,2Story,AsbShng,None,BrkTil,Detchd,96,116500
4,840,400.0,1720,7,14,2Story,VinylSd,None,PConc,BuiltIn,6,188000
3,1280,432.0,1280,5,11,SFoyer,HdBoard,BrkFace,CBlock,Basment,41,175000
4,1179,480.0,1179,8,28,1Story,CemntBd,None,CBlock,Attchd,19,182000
3,960,576.0,960,5,4,1Story,MetalSd,None,BrkTil,Detchd,81,103000
5,2633,804.0,2633,10,26,1Story,VinylSd,BrkFace,PConc,Attchd,6,466500
3,988,297.0,988,6,11,1Story,MetalSd,None,CBlock,Attchd,50,149500
4,1055,319.0,1055,7,12,1Story,Plywood,None,CBlock,Attchd,29,142500
3,1422,352.0,1422,5,19,1Story,Stucco,None,PConc,Detchd,81,136500
4,630,484.0,1320,6,9,2Story,VinylSd,None,PConc,Detchd,13,137000
4,1688,528.0,1688,7,16,1Story,Plywood,BrkFace,CBlock,Attchd,20,226500
4,1341,506.0,1341,7,14,1Story,HdBoard,None,PConc,Attchd,20,171500
3,954,576.0,954,5,20,SLvl,MetalSd,None,CBlock,Detchd,30,132500
0,1040,400.0,1040,3,11,1Story,Stucco,BrkFace,Slab,Detchd,57,87500
3,872,546.0,1789,7,22,2Story,VinylSd,BrkFace,PConc,Attchd,7,223000
3,1537,462.0,1537,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,46,174000
3,884,270.0,884,5,11,1Story,MetalSd,None,CBlock,Attchd,55,142000
4,1489,776.0,1489,8,22,1Story,VinylSd,None,PConc,Attchd,0,232600
3,1309,484.0,1309,6,16,1Story,HdBoard,BrkFace,CBlock,Attchd,32,181000
4,1291,576.0,2521,6,1,2Story,CemntBd,None,CBlock,Attchd,33,151400
4,1634,866.0,1634,8,27,1Story,VinylSd,Stone,PConc,Attchd,1,250000
4,980,496.0,1714,7,16,2Story,HdBoard,BrkFace,CBlock,Attchd,22,196500
3,1312,576.0,2454,7,4,2.5Unf,Wd Sdng,None,PConc,Attchd,128,185000
3,1216,336.0,1216,6,16,1Story,HdBoard,BrkFace,CBlock,Attchd,40,113000
4,1419,567.0,1419,8,28,1Story,MetalSd,BrkFace,PConc,Attchd,0,392000
4,980,0.0,980,6,5,SFoyer,WdShing,BrkFace,CBlock,None,31,127500
4,769,440.0,1573,6,22,2Story,MetalSd,BrkFace,PConc,Detchd,7,177000
4,1158,744.0,2443,6,22,2Story,VinylSd,BrkFace,PConc,BuiltIn,3,265000
5,1220,1105.0,2362,8,22,2Story,VinylSd,None,PConc,Attchd,9,312500
3,1521,880.0,2775,10,4,2.5Unf,Wd Sdng,None,BrkTil,Detchd,115,325000
4,2014,864.0,2014,8,24,1Story,VinylSd,BrkFace,CBlock,Attchd,29,275000
4,1214,721.0,2520,7,26,2Story,VinylSd,BrkFace,PConc,Attchd,12,290000
3,1494,461.0,1494,6,7,1Story,Plywood,BrkCmn,CBlock,Attchd,36,169000
3,616,205.0,616,5,6,1Story,Wd Sdng,None,CBlock,Detchd,85,89000
4,789,393.0,1465,6,14,2Story,VinylSd,None,PConc,Attchd,12,180400
4,1629,880.0,1629,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,6,284000
3,912,275.0,912,5,11,1Story,Wd Sdng,None,CBlock,Attchd,49,114500
4,1552,782.0,1552,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,1,212900
4,1430,605.0,1430,7,20,1Story,VinylSd,None,PConc,Attchd,8,187100
4,729,440.0,1458,6,22,2Story,MetalSd,BrkFace,PConc,Detchd,8,176000
4,1488,552.0,1488,6,19,1Story,HdBoard,None,PConc,Attchd,39,215000
4,770,520.0,1582,7,20,2Story,VinylSd,None,PConc,Attchd,4,185900
3,864,660.0,864,4,11,1Story,HdBoard,None,CBlock,Detchd,39,120500
4,734,372.0,1838,5,14,2Story,VinylSd,None,PConc,BuiltIn,1,192140
3,816,264.0,816,5,13,1Story,VinylSd,None,CBlock,Attchd,26,130500
0,1088,240.0,1529,4,5,1.5Fin,WdShing,None,Slab,Detchd,64,98000
4,2276,1348.0,2276,9,20,1Story,VinylSd,Stone,PConc,Attchd,0,475000
2,1077,338.0,1077,5,2,1Story,MetalSd,None,BrkTil,Detchd,87,67000
5,1610,789.0,2161,8,27,2Story,VinylSd,Stone,PConc,Attchd,0,325624
4,1409,576.0,1409,7,13,1Story,VinylSd,None,PConc,Attchd,5,245000
3,1114,576.0,1114,5,15,1Story,VinylSd,None,PConc,Detchd,4,159000
3,1073,515.0,1073,5,11,1Story,MetalSd,BrkFace,CBlock,Attchd,42,156000
5,2402,672.0,2402,10,27,1Story,VinylSd,Stone,PConc,Attchd,1,555000
4,1232,516.0,1232,6,24,1Story,Plywood,None,PConc,Attchd,24,162500
4,1440,920.0,1440,6,15,SFoyer,HdBoard,None,PConc,Attchd,13,224500
3,1488,738.0,1488,6,14,1Story,AsbShng,BrkFace,CBlock,Attchd,58,133000
4,807,393.0,1509,7,14,2Story,VinylSd,None,PConc,Attchd,3,180000
3,845,264.0,845,5,13,1Story,HdBoard,None,CBlock,Attchd,26,134500
5,1426,641.0,2945,10,28,2Story,VinylSd,BrkFace,PConc,BuiltIn,0,438780
4,1431,296.0,1431,6,11,SLvl,Plywood,BrkFace,CBlock,Basment,46,165000
3,892,288.0,892,5,11,1Story,HdBoard,BrkFace,CBlock,Attchd,42,100000
3,1329,441.0,1329,7,11,1Story,Plywood,BrkFace,CBlock,Attchd,49,176000
3,1779,454.0,1779,5,7,1Story,Wd Sdng,None,CBlock,Attchd,51,170000
4,1555,660.0,1555,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,2,174000
3,788,384.0,1236,6,2,1.5Fin,Stucco,None,PConc,Detchd,83,127000
4,873,450.0,1651,7,14,2Story,VinylSd,None,PConc,BuiltIn,9,185900
2,886,273.0,886,5,4,1Story,MetalSd,None,BrkTil,Attchd,71,91300
4,1700,544.0,1700,6,20,1Story,VinylSd,BrkFace,PConc,Attchd,3,200000
3,1168,315.0,1846,6,11,1.5Fin,Wd Sdng,BrkFace,CBlock,Attchd,58,143000
3,1252,451.0,1920,5,7,1.5Fin,MetalSd,None,CBlock,Attchd,48,172500
3,1088,520.0,1088,4,5,1Story,VinylSd,Stone,CBlock,Detchd,44,110000
3,1362,768.0,1362,4,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,52,140000
4,1314,440.0,1314,6,20,1Story,VinylSd,None,PConc,Attchd,1,176432
4,1294,496.0,1294,6,15,1Story,HdBoard,BrkFace,CBlock,Attchd,17,179200
4,1274,508.0,1274,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,2,203000
4,1689,954.0,1689,7,22,1Story,VinylSd,Stone,PConc,Attchd,0,248328
5,1641,885.0,1641,9,21,1Story,CemntBd,BrkFace,PConc,Attchd,1,316500
3,617,249.0,1079,7,5,1.5Fin,BrkFace,None,CBlock,Attchd,60,125600
3,984,308.0,984,5,4,1Story,MetalSd,BrkFace,CBlock,Detchd,49,110000
3,960,308.0,960,4,4,1Story,MetalSd,None,PConc,Detchd,87,108500
3,1044,504.0,1044,5,2,1Story,Wd Sdng,None,CBlock,Basment,58,55993
3,1027,240.0,1633,5,4,1.5Fin,VinylSd,None,BrkTil,Detchd,62,129000
4,1137,551.0,1137,6,21,1Story,HdBoard,BrkFace,CBlock,Attchd,19,176000
3,1380,364.0,1380,6,11,1Story,HdBoard,BrkFace,CBlock,Attchd,46,154000
4,1256,578.0,1256,6,21,1Story,Plywood,BrkFace,CBlock,Attchd,22,180000
4,1142,528.0,1142,5,1,1Story,CemntBd,None,PConc,Attchd,31,134000
3,2158,576.0,2158,6,5,1Story,WdShing,None,CBlock,Attchd,57,243000
4,1629,808.0,1629,8,21,1Story,VinylSd,BrkFace,PConc,Attchd,5,270000
3,1080,484.0,1080,6,13,1Story,VinylSd,None,PConc,Attchd,24,134000
4,1372,656.0,2646,7,26,2Story,HdBoard,BrkFace,PConc,Attchd,16,260000
4,738,484.0,1491,7,20,2Story,VinylSd,None,PConc,Attchd,1,168675
4,924,398.0,1694,6,14,SLvl,HdBoard,BrkFace,PConc,BuiltIn,13,160000
2,684,0.0,1080,5,4,1.5Fin,Wd Sdng,None,BrkTil,None,118,95000
4,704,440.0,1422,6,20,2Story,VinylSd,None,PConc,Attchd,4,173000
4,1301,572.0,1301,7,22,1Story,VinylSd,None,PConc,Attchd,0,187750
4,1236,542.0,2093,7,16,2Story,Plywood,BrkFace,CBlock,Attchd,22,215000
3,1073,270.0,1073,5,7,1Story,MetalSd,BrkFace,CBlock,Attchd,41,120000
4,1506,672.0,1506,7,22,1Story,VinylSd,BrkFace,PConc,Attchd,2,249000
3,1334,477.0,1334,7,16,1Story,HdBoard,BrkFace,CBlock,Attchd,39,164500
0,1295,312.0,1295,7,25,1Story,BrkFace,None,CBlock,Attchd,20,230000
3,672,456.0,1344,7,4,2Story,Wd Sdng,None,BrkTil,Attchd,78,140000
3,732,240.0,732,5,11,1Story,MetalSd,None,CBlock,Detchd,57,118900
4,1468,904.0,1468,8,20,1Story,VinylSd,None,PConc,Attchd,1,239900
4,1069,440.0,1069,6,12,1Story,Plywood,None,CBlock,Attchd,31,146300
4,1040,499.0,1040,5,1,1Story,CemntBd,None,PConc,Attchd,33,124000
4,999,308.0,999,5,7,SFoyer,HdBoard,None,CBlock,Detchd,44,130000
4,1349,539.0,1349,7,15,1Story,VinylSd,BrkFace,PConc,Attchd,7,179000
4,1442,500.0,1442,7,14,1Story,HdBoard,None,PConc,Attchd,19,180500
3,747,220.0,747,4,4,1Story,MetalSd,None,CBlock,Attchd,65,80000
4,1578,840.0,1578,8,22,1Story,CemntBd,Stone,PConc,Attchd,1,287090
0,882,308.0,882,5,4,1Story,BrkFace,None,PConc,Detchd,52,97000
4,1511,398.0,1511,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,4,246990
3,1128,480.0,1128,6,14,1Story,HdBoard,BrkCmn,CBlock,Attchd,43,154204
3,1312,495.0,1312,7,11,1Story,HdBoard,BrkFace,CBlock,Attchd,50,186000
3,630,264.0,1302,5,3,2Story,HdBoard,BrkFace,CBlock,Detchd,36,111750
5,2696,958.0,2696,9,27,1Story,VinylSd,BrkFace,PConc,Attchd,7,500000
4,628,484.0,1356,7,20,2Story,VinylSd,None,PConc,BuiltIn,1,177439
5,1130,836.0,2184,9,27,2Story,VinylSd,Stone,PConc,Attchd,1,335000
3,1098,483.0,1964,7,16,2Story,Plywood,BrkFace,CBlock,Attchd,32,205000
4,1321,484.0,1321,8,28,1Story,CemntBd,None,PConc,Attchd,17,212000
5,1646,525.0,1646,8,19,1Story,CemntBd,Stone,PConc,Attchd,6,246000
4,1260,598.0,1260,7,16,1Story,WdShing,BrkFace,CBlock,Attchd,25,181900
3,926,484.0,1316,5,4,1.5Fin,Wd Sdng,None,BrkTil,Detchd,81,130000
2,768,360.0,1432,5,4,2Story,Wd Sdng,None,BrkTil,Detchd,97,132000
4,1029,499.0,1958,7,15,2Story,VinylSd,None,PConc,Attchd,13,220000
4,1788,522.0,1788,8,20,1Story,VinylSd,None,PConc,Attchd,8,236500
4,832,552.0,1935,8,22,2Story,VinylSd,Stone,PConc,BuiltIn,0,263435
3,1272,400.0,1969,6,2,1.5Fin,Wd Sdng,None,BrkTil,Detchd,70,141000
4,847,434.0,1986,7,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,5,213000
4,1214,520.0,1214,7,21,1Story,VinylSd,None,PConc,Attchd,1,179781
4,1342,550.0,1342,8,27,1Story,MetalSd,BrkFace,PConc,Attchd,2,234250
4,2898,665.0,2898,8,21,1Story,Stone,None,CBlock,Attchd,32,287000
5,878,644.0,2004,8,14,2Story,VinylSd,None,PConc,BuiltIn,7,257500
3,986,180.0,986,6,6,1Story,Wd Sdng,None,BrkTil,Detchd,81,102000
3,1108,280.0,1108,7,2,1.5Unf,Wd Sdng,None,PConc,Attchd,77,139400
3,694,936.0,1214,3,4,1.5Fin,Wd Sdng,None,PConc,Detchd,91,105000
3,2217,621.0,2217,8,11,1Story,Wd Sdng,None,PConc,Attchd,37,268000
4,1575,432.0,2201,6,5,SLvl,Plywood,None,CBlock,Attchd,40,274970
4,1220,397.0,1220,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,4,180000
3,689,360.0,1378,7,4,2Story,MetalSd,None,BrkTil,Detchd,80,161000
0,930,308.0,930,4,5,1Story,MetalSd,None,CBlock,Detchd,64,84900
3,988,264.0,988,5,11,1Story,MetalSd,None,CBlock,Attchd,52,119000
5,1964,892.0,1964,8,21,1Story,VinylSd,BrkFace,PConc,Attchd,3,370000
4,1270,524.0,1270,7,20,1Story,VinylSd,None,PConc,Attchd,2,175900
0,1120,528.0,2240,5,15,2Story,Plywood,None,Slab,Detchd,30,142953
4,1494,478.0,1494,8,24,1Story,BrkFace,None,PConc,Attchd,13,279700
2,1364,331.0,1364,5,11,1Story,BrkFace,None,CBlock,Attchd,49,132000
